Ngày,Đóng cửa,Cao nhất,Thấp nhất,Mở cửa,Số lượng,Nhãn dán
2021-11-16,162.7963104248047,164.85222436165148,160.35194812189377,160.35194812189377,4401000,NKE
2021-11-17,162.71099853515625,163.65842483846816,161.29932813885338,162.57835943095571,3940200,NKE
2021-11-18,162.34153747558594,164.34060798015284,161.4035800309131,163.27001140299325,4044200,NKE
2021-11-19,165.68592834472656,167.8839500074701,161.56461784928612,163.09944394381301,6145600,NKE
2021-11-22,165.07957458496094,168.40503591253625,165.0700910691266,165.78066084090946,5906400,NKE
2021-11-23,163.0994415283203,164.31214610840752,161.45092891982182,163.95213392332406,5302100,NKE
2021-11-24,162.9857635498047,163.36472832976384,158.85498383929942,159.63188043176928,4637600,NKE
2021-11-26,159.18661499023438,160.75933209610412,158.73183983174914,159.22450569181711,4751100,NKE
2021-11-29,160.93931579589844,162.15202041520163,160.33296348624685,160.9014251012987,5448700,NKE
2021-11-30,160.3424530029297,162.53100572659798,158.7223474590072,159.9160995473954,11033700,NKE
2021-12-01,157.93592834472656,164.25525871158362,157.91697577484163,161.90564602597902,6618200,NKE
2021-12-02,161.06246948242188,161.58355683382766,158.22019060920266,158.4854688141769,4398900,NKE
2021-12-03,161.5797576904297,163.31666583712692,158.276777698729,161.9404169326373,4878500,NKE
2021-12-06,160.31739807128906,162.50039787484985,159.51063255174685,162.13972418622242,5636900,NKE
2021-12-07,162.5763397216797,164.53155810428765,161.73161528478937,162.40550341160787,5898700,NKE
2021-12-08,161.5892333984375,163.05088587740926,161.2000869816927,162.5098898075357,5614400,NKE
2021-12-09,159.54859924316406,162.46241789838356,159.4441944682667,160.67805064834113,5171600,NKE
2021-12-10,160.45977783203125,161.5797578021928,158.8177883957362,159.92826780520016,4791100,NKE
2021-12-13,158.35269165039062,160.7729736920227,156.8530659715855,160.22247708973524,5972300,NKE
2021-12-14,156.9859619140625,158.5805064809555,155.8565103456091,157.83068631214397,4872200,NKE
2021-12-15,155.56228637695312,157.24224929199082,153.5881101788786,156.60633439930734,7144600,NKE
2021-12-16,154.4423065185547,157.4985037394694,154.26196965108417,154.42331987919925,7138100,NKE
2021-12-17,153.15147399902344,154.57516766616263,152.382681735978,153.40774291422554,7705100,NKE
2021-12-20,148.99427795410156,151.48100597566693,147.5610982663459,151.23422314763354,8411900,NKE
2021-12-21,158.15338134765625,162.48140758360245,156.3310552737084,158.21032677456708,13862900,NKE
2021-12-22,157.02394104003906,160.40283875820907,155.7426107953952,158.73237653871,5811300,NKE
2021-12-23,157.24221801757812,158.65642560611548,157.02392237725388,157.7927146396418,3876900,NKE
2021-12-27,159.05508422851562,159.15948902714007,157.06190697570824,158.04900952316908,3769300,NKE
2021-12-28,157.95408630371094,159.6909945499478,157.84019542938813,159.26388928867445,2658600,NKE
2021-12-29,160.1940155029297,161.16213128333877,158.12492092403335,158.57101277958648,3830900,NKE
2021-12-30,158.9696502685547,161.4658501433466,158.69439469837675,159.7479286588415,2666800,NKE
2021-12-31,158.19139099121094,159.1879797302005,157.75479958950515,159.03611555457897,2752000,NKE
2022-01-03,156.29307556152344,159.36825883105445,155.0022595020047,159.00758516539844,5670500,NKE
2022-01-04,157.9255828857422,158.67538846688282,156.60629407856456,157.44153228140277,6064200,NKE
2022-01-05,153.9962158203125,158.51406569013199,153.8538522304528,158.02052892357662,5021000,NKE
2022-01-06,152.8477783203125,154.88841503449805,150.96850633412745,153.84436699630413,4144600,NKE
2022-01-07,148.9848175048828,152.9426846856475,148.8804127095002,152.59151150234368,5108000,NKE
2022-01-10,142.78695678710938,143.63168094509908,141.2113993069081,142.86288883848079,10439000,NKE
2022-01-11,142.6541290283203,143.16665245047813,140.09148295240522,142.82496534151858,8175400,NKE
2022-01-12,144.46694946289062,145.65336086071733,143.0717285004415,144.3910173955224,6351200,NKE
2022-01-13,141.980224609375,145.7862417304879,141.43922853038274,145.40658138486393,4990900,NKE
2022-01-14,140.64195251464844,141.2683812384572,139.37962347167857,140.8412760113373,6030500,NKE
2022-01-18,139.47450256347656,141.25886970395044,138.85757451132162,140.52803632454544,6931000,NKE
2022-01-19,137.72813415527344,141.51516474952166,137.64271600596362,140.24332065758554,4823800,NKE
2022-01-20,135.4691925048828,139.882651513231,135.2508968668113,138.06032537756442,5366500,NKE
2022-01-21,135.67800903320312,138.91454290902018,135.58310480778394,136.97832581624323,7553400,NKE
